neighborhood,room_type,current_year_count,count_bin,price,price_range
Mission District,Private room,6,Less than 50,110,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,205,$200-$299
Mission District,Private room,19,Less than 50,100,$100-$199
Mission District,Private room,28,Less than 50,90,Less than $100
Bernal Heights,Entire home/apt,1,Less than 50,140,$100-$199
Outer Sunset,Private room,19,Less than 50,135,$100-$199
Marina,Entire home/apt,6,Less than 50,159,$100-$199
Pacific Heights,Entire home/apt,3,Less than 50,250,$200-$299
Outer Sunset,Private room,70,51-100,45,Less than $100
Mission District,Entire home/apt,3,Less than 50,435,$400-$499
Hayes Valley,Private room,1,Less than 50,125,$100-$199
Outer Sunset,Entire home/apt,1,Less than 50,200,$200-$299
The Castro,Entire home/apt,41,Less than 50,179,$100-$199
Potrero Hill,Private room,51,51-100,146,$100-$199
Bernal Heights,Entire home/apt,3,Less than 50,250,$200-$299
Pacific Heights,Entire home/apt,15,Less than 50,169,$100-$199
Mission District,Private room,3,Less than 50,111,$100-$199
SoMa,Entire home/apt,65,51-100,299,$200-$299
Western Addition/NOPA,Entire home/apt,1,Less than 50,295,$200-$299
Richmond District,Private room,2,Less than 50,79,Less than $100
Pacific Heights,Entire home/apt,2,Less than 50,195,$100-$199
Western Addition/NOPA,Entire home/apt,16,Less than 50,267,$200-$299
Mission District,Private room,7,Less than 50,120,$100-$199
Richmond District,Entire home/apt,49,Less than 50,256,$200-$299
Mission District,Shared room,2,Less than 50,70,Less than $100
Richmond District,Entire home/apt,8,Less than 50,450,$400-$499
Mission District,Shared room,7,Less than 50,70,Less than $100
SoMa,Entire home/apt,8,Less than 50,350,$300-$399
Noe Valley,Entire home/apt,17,Less than 50,300,$300-$399
SoMa,Private room,29,Less than 50,100,$100-$199
Outer Sunset,Entire home/apt,27,Less than 50,225,$200-$299
Mission District,Entire home/apt,46,Less than 50,150,$100-$199
Noe Valley,Entire home/apt,2,Less than 50,650,$500-$999
Richmond District,Entire home/apt,5,Less than 50,250,$200-$299
Mission District,Entire home/apt,34,Less than 50,299,$200-$299
Hayes Valley,Entire home/apt,46,Less than 50,165,$100-$199
Richmond District,Entire home/apt,4,Less than 50,250,$200-$299
Mission District,Private room,1,Less than 50,120,$100-$199
Mission District,Private room,36,Less than 50,125,$100-$199
Potrero Hill,Entire home/apt,7,Less than 50,190,$100-$199
Noe Valley,Entire home/apt,4,Less than 50,1000,$1000+
Richmond District,Entire home/apt,7,Less than 50,285,$200-$299
The Castro,Entire home/apt,1,Less than 50,700,$500-$999
Bernal Heights,Entire home/apt,17,Less than 50,195,$100-$199
SoMa,Entire home/apt,4,Less than 50,250,$200-$299
Mission District,Entire home/apt,4,Less than 50,295,$200-$299
Bernal Heights,Entire home/apt,51,51-100,184,$100-$199
SoMa,Entire home/apt,6,Less than 50,417,$400-$499
Mission District,Entire home/apt,2,Less than 50,800,$500-$999
Mission District,Entire home/apt,1,Less than 50,175,$100-$199
Pacific Heights,Private room,24,Less than 50,220,$200-$299
Noe Valley,Private room,5,Less than 50,190,$100-$199
Western Addition/NOPA,Private room,6,Less than 50,100,$100-$199
Noe Valley,Entire home/apt,82,51-100,95,Less than $100
Noe Valley,Entire home/apt,3,Less than 50,275,$200-$299
Western Addition/NOPA,Private room,1,Less than 50,700,$500-$999
SoMa,Entire home/apt,14,Less than 50,398,$300-$399
Noe Valley,Entire home/apt,21,Less than 50,279,$200-$299
Western Addition/NOPA,Entire home/apt,29,Less than 50,125,$100-$199
Mission District,Entire home/apt,53,51-100,175,$100-$199
Richmond District,Private room,26,Less than 50,70,Less than $100
Nob Hill,Entire home/apt,5,Less than 50,150,$100-$199
Mission District,Private room,2,Less than 50,75,Less than $100
Inner Sunset,Private room,3,Less than 50,90,Less than $100
Mission District,Private room,36,Less than 50,99,Less than $100
Inner Sunset,Private room,23,Less than 50,129,$100-$199
Western Addition/NOPA,Entire home/apt,33,Less than 50,175,$100-$199
Nob Hill,Entire home/apt,2,Less than 50,139,$100-$199
Mission District,Private room,36,Less than 50,99,Less than $100
Outer Sunset,Entire home/apt,5,Less than 50,140,$100-$199
Mission District,Entire home/apt,4,Less than 50,250,$200-$299
Mission District,Entire home/apt,4,Less than 50,140,$100-$199
Western Addition/NOPA,Entire home/apt,3,Less than 50,855,$500-$999
Bernal Heights,Private room,9,Less than 50,118,$100-$199
Western Addition/NOPA,Entire home/apt,22,Less than 50,235,$200-$299
Richmond District,Shared room,1,Less than 50,60,Less than $100
Marina,Private room,1,Less than 50,200,$200-$299
SoMa,Entire home/apt,18,Less than 50,180,$100-$199
Noe Valley,Entire home/apt,8,Less than 50,156,$100-$199
Noe Valley,Private room,12,Less than 50,168,$100-$199
Richmond District,Private room,34,Less than 50,63,Less than $100
Noe Valley,Entire home/apt,33,Less than 50,149,$100-$199
Mission District,Private room,3,Less than 50,75,Less than $100
Mission District,Private room,13,Less than 50,91,Less than $100
Noe Valley,Entire home/apt,101,101-150,175,$100-$199
SoMa,Private room,32,Less than 50,145,$100-$199
Bernal Heights,Entire home/apt,16,Less than 50,160,$100-$199
Bernal Heights,Entire home/apt,4,Less than 50,125,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,200,$200-$299
Noe Valley,Private room,17,Less than 50,150,$100-$199
Nob Hill,Entire home/apt,10,Less than 50,662,$500-$999
Mission District,Private room,41,Less than 50,119,$100-$199
Bernal Heights,Private room,33,Less than 50,130,$100-$199
Downtown,Entire home/apt,16,Less than 50,199,$100-$199
Inner Sunset,Private room,54,51-100,69,Less than $100
Mission District,Entire home/apt,26,Less than 50,205,$200-$299
Pacific Heights,Entire home/apt,2,Less than 50,225,$200-$299
Bernal Heights,Private room,2,Less than 50,70,Less than $100
Potrero Hill,Private room,5,Less than 50,71,Less than $100
Potrero Hill,Private room,2,Less than 50,97,Less than $100
Potrero Hill,Private room,10,Less than 50,150,$100-$199
Mission District,Entire home/apt,2,Less than 50,375,$300-$399
Nob Hill,Private room,1,Less than 50,104,$100-$199
SoMa,Shared room,4,Less than 50,63,Less than $100
Richmond District,Entire home/apt,62,51-100,220,$200-$299
Outer Sunset,Private room,78,51-100,95,Less than $100
Bernal Heights,Entire home/apt,2,Less than 50,215,$200-$299
Mission District,Entire home/apt,49,Less than 50,300,$300-$399
Western Addition/NOPA,Private room,1,Less than 50,90,Less than $100
Richmond District,Entire home/apt,19,Less than 50,160,$100-$199
Noe Valley,Entire home/apt,37,Less than 50,162,$100-$199
Pacific Heights,Entire home/apt,37,Less than 50,588,$500-$999
Bernal Heights,Entire home/apt,17,Less than 50,200,$200-$299
SoMa,Entire home/apt,1,Less than 50,230,$200-$299
Noe Valley,Entire home/apt,13,Less than 50,250,$200-$299
Bernal Heights,Entire home/apt,1,Less than 50,113,$100-$199
Marina,Entire home/apt,7,Less than 50,99,Less than $100
The Castro,Private room,24,Less than 50,124,$100-$199
Mission District,Entire home/apt,14,Less than 50,110,$100-$199
The Castro,Entire home/apt,10,Less than 50,399,$300-$399
Potrero Hill,Private room,20,Less than 50,148,$100-$199
SoMa,Private room,5,Less than 50,140,$100-$199
Outer Sunset,Private room,60,51-100,72,Less than $100
Bernal Heights,Private room,21,Less than 50,90,Less than $100
Richmond District,Private room,4,Less than 50,125,$100-$199
Outer Sunset,Entire home/apt,45,Less than 50,175,$100-$199
Bernal Heights,Entire home/apt,8,Less than 50,129,$100-$199
Bernal Heights,Entire home/apt,28,Less than 50,130,$100-$199
SoMa,Entire home/apt,3,Less than 50,235,$200-$299
Potrero Hill,Private room,1,Less than 50,250,$200-$299
Richmond District,Entire home/apt,1,Less than 50,800,$500-$999
Haight-Ashbury,Entire home/apt,9,Less than 50,198,$100-$199
Pacific Heights,Entire home/apt,9,Less than 50,250,$200-$299
Nob Hill,Entire home/apt,1,Less than 50,110,$100-$199
Nob Hill,Entire home/apt,10,Less than 50,180,$100-$199
SoMa,Private room,4,Less than 50,180,$100-$199
Western Addition/NOPA,Entire home/apt,1,Less than 50,389,$300-$399
Mission District,Entire home/apt,3,Less than 50,200,$200-$299
Pacific Heights,Private room,22,Less than 50,109,$100-$199
Mission District,Private room,58,51-100,95,Less than $100
SoMa,Private room,2,Less than 50,199,$100-$199
SoMa,Entire home/apt,1,Less than 50,160,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,350,$300-$399
Richmond District,Entire home/apt,17,Less than 50,325,$300-$399
Western Addition/NOPA,Entire home/apt,1,Less than 50,150,$100-$199
Richmond District,Entire home/apt,34,Less than 50,150,$100-$199
The Castro,Entire home/apt,11,Less than 50,455,$400-$499
SoMa,Shared room,4,Less than 50,65,Less than $100
SoMa,Shared room,10,Less than 50,75,Less than $100
SoMa,Entire home/apt,1,Less than 50,339,$300-$399
Western Addition/NOPA,Entire home/apt,4,Less than 50,175,$100-$199
Downtown,Entire home/apt,7,Less than 50,219,$200-$299
Downtown,Entire home/apt,4,Less than 50,200,$200-$299
Inner Sunset,Entire home/apt,17,Less than 50,155,$100-$199
Western Addition/NOPA,Entire home/apt,2,Less than 50,190,$100-$199
Mission District,Entire home/apt,2,Less than 50,350,$300-$399
Noe Valley,Entire home/apt,7,Less than 50,295,$200-$299
Noe Valley,Entire home/apt,16,Less than 50,350,$300-$399
SoMa,Private room,2,Less than 50,99,Less than $100
Bernal Heights,Private room,29,Less than 50,110,$100-$199
Western Addition/NOPA,Entire home/apt,46,Less than 50,170,$100-$199
SoMa,Entire home/apt,11,Less than 50,215,$200-$299
Western Addition/NOPA,Entire home/apt,26,Less than 50,300,$300-$399
Marina,Entire home/apt,6,Less than 50,205,$200-$299
Western Addition/NOPA,Entire home/apt,1,Less than 50,305,$300-$399
Outer Sunset,Entire home/apt,16,Less than 50,310,$300-$399
Pacific Heights,Entire home/apt,13,Less than 50,375,$300-$399
Mission District,Entire home/apt,1,Less than 50,250,$200-$299
Mission District,Entire home/apt,1,Less than 50,114,$100-$199
The Castro,Entire home/apt,43,Less than 50,225,$200-$299
SoMa,Shared room,13,Less than 50,75,Less than $100
Inner Sunset,Private room,25,Less than 50,125,$100-$199
Noe Valley,Private room,11,Less than 50,105,$100-$199
Hayes Valley,Private room,4,Less than 50,180,$100-$199
Western Addition/NOPA,Entire home/apt,20,Less than 50,110,$100-$199
The Castro,Private room,5,Less than 50,150,$100-$199
Outer Sunset,Shared room,69,51-100,68,Less than $100
SoMa,Shared room,4,Less than 50,65,Less than $100
Nob Hill,Private room,53,51-100,149,$100-$199
Richmond District,Private room,3,Less than 50,69,Less than $100
The Castro,Entire home/apt,27,Less than 50,219,$200-$299
Western Addition/NOPA,Private room,2,Less than 50,120,$100-$199
The Castro,Entire home/apt,13,Less than 50,350,$300-$399
Potrero Hill,Entire home/apt,33,Less than 50,300,$300-$399
Bernal Heights,Private room,2,Less than 50,99,Less than $100
Downtown,Private room,13,Less than 50,99,Less than $100
Hayes Valley,Private room,13,Less than 50,120,$100-$199
Noe Valley,Entire home/apt,4,Less than 50,250,$200-$299
Downtown,Private room,7,Less than 50,99,Less than $100
SoMa,Shared room,6,Less than 50,65,Less than $100
Richmond District,Private room,38,Less than 50,76,Less than $100
The Castro,Private room,5,Less than 50,72,Less than $100
SoMa,Shared room,1,Less than 50,65,Less than $100
Mission District,Entire home/apt,2,Less than 50,125,$100-$199
Bernal Heights,Private room,28,Less than 50,90,Less than $100
Potrero Hill,Private room,12,Less than 50,160,$100-$199
The Castro,Entire home/apt,25,Less than 50,172,$100-$199
Richmond District,Entire home/apt,1,Less than 50,170,$100-$199
Mission District,Entire home/apt,3,Less than 50,170,$100-$199
The Castro,Entire home/apt,7,Less than 50,500,$500-$999
Marina,Entire home/apt,13,Less than 50,496,$400-$499
The Castro,Entire home/apt,11,Less than 50,210,$200-$299
Richmond District,Private room,2,Less than 50,115,$100-$199
Noe Valley,Entire home/apt,2,Less than 50,190,$100-$199
Mission District,Entire home/apt,14,Less than 50,180,$100-$199
Downtown,Private room,31,Less than 50,95,Less than $100
Mission District,Private room,1,Less than 50,66,Less than $100
Haight-Ashbury,Entire home/apt,5,Less than 50,450,$400-$499
Bernal Heights,Private room,2,Less than 50,109,$100-$199
Bernal Heights,Private room,3,Less than 50,90,Less than $100
Bernal Heights,Entire home/apt,17,Less than 50,159,$100-$199
Haight-Ashbury,Shared room,6,Less than 50,55,Less than $100
Western Addition/NOPA,Private room,4,Less than 50,75,Less than $100
Outer Sunset,Entire home/apt,18,Less than 50,180,$100-$199
Mission District,Entire home/apt,10,Less than 50,235,$200-$299
Mission District,Entire home/apt,5,Less than 50,114,$100-$199
Mission District,Private room,34,Less than 50,85,Less than $100
Downtown,Entire home/apt,5,Less than 50,209,$200-$299
Mission District,Entire home/apt,31,Less than 50,169,$100-$199
SoMa,Entire home/apt,1,Less than 50,550,$500-$999
Haight-Ashbury,Entire home/apt,18,Less than 50,250,$200-$299
Mission District,Entire home/apt,1,Less than 50,300,$300-$399
Nob Hill,Entire home/apt,1,Less than 50,500,$500-$999
Bernal Heights,Entire home/apt,42,Less than 50,175,$100-$199
Bernal Heights,Private room,74,51-100,85,Less than $100
Mission District,Entire home/apt,15,Less than 50,149,$100-$199
Mission District,Entire home/apt,40,Less than 50,130,$100-$199
Haight-Ashbury,Entire home/apt,19,Less than 50,195,$100-$199
Inner Sunset,Entire home/apt,32,Less than 50,225,$200-$299
Nob Hill,Shared room,3,Less than 50,100,$100-$199
Noe Valley,Entire home/apt,3,Less than 50,1050,$1000+
Inner Sunset,Private room,29,Less than 50,79,Less than $100
SoMa,Private room,3,Less than 50,90,Less than $100
Downtown,Private room,7,Less than 50,195,$100-$199
Mission District,Private room,12,Less than 50,100,$100-$199
Richmond District,Entire home/apt,2,Less than 50,500,$500-$999
Noe Valley,Entire home/apt,3,Less than 50,375,$300-$399
Western Addition/NOPA,Entire home/apt,3,Less than 50,92,Less than $100
Marina,Entire home/apt,29,Less than 50,275,$200-$299
Mission District,Entire home/apt,2,Less than 50,250,$200-$299
Western Addition/NOPA,Entire home/apt,4,Less than 50,200,$200-$299
The Castro,Entire home/apt,2,Less than 50,150,$100-$199
The Castro,Entire home/apt,14,Less than 50,349,$300-$399
Richmond District,Private room,8,Less than 50,85,Less than $100
Mission District,Entire home/apt,7,Less than 50,265,$200-$299
Pacific Heights,Entire home/apt,2,Less than 50,240,$200-$299
Mission District,Entire home/apt,2,Less than 50,200,$200-$299
Western Addition/NOPA,Entire home/apt,2,Less than 50,175,$100-$199
SoMa,Shared room,68,51-100,99,Less than $100
Mission District,Entire home/apt,2,Less than 50,175,$100-$199
Mission District,Private room,12,Less than 50,115,$100-$199
Hayes Valley,Entire home/apt,39,Less than 50,300,$300-$399
Mission District,Entire home/apt,19,Less than 50,400,$400-$499
Western Addition/NOPA,Entire home/apt,3,Less than 50,135,$100-$199
Bernal Heights,Entire home/apt,11,Less than 50,190,$100-$199
Mission District,Entire home/apt,1,Less than 50,110,$100-$199
Mission District,Private room,17,Less than 50,52,Less than $100
Mission District,Entire home/apt,4,Less than 50,275,$200-$299
Outer Sunset,Entire home/apt,1,Less than 50,399,$300-$399
Outer Sunset,Entire home/apt,28,Less than 50,155,$100-$199
Potrero Hill,Entire home/apt,9,Less than 50,290,$200-$299
Potrero Hill,Entire home/apt,8,Less than 50,199,$100-$199
Richmond District,Private room,19,Less than 50,99,Less than $100
Haight-Ashbury,Entire home/apt,4,Less than 50,350,$300-$399
Noe Valley,Entire home/apt,1,Less than 50,150,$100-$199
Marina,Entire home/apt,1,Less than 50,350,$300-$399
Noe Valley,Private room,14,Less than 50,135,$100-$199
Richmond District,Private room,4,Less than 50,50,Less than $100
Outer Sunset,Shared room,14,Less than 50,39,Less than $100
Mission District,Entire home/apt,13,Less than 50,199,$100-$199
Mission District,Private room,3,Less than 50,65,Less than $100
Mission District,Shared room,2,Less than 50,82,Less than $100
Pacific Heights,Entire home/apt,1,Less than 50,155,$100-$199
Western Addition/NOPA,Entire home/apt,22,Less than 50,80,Less than $100
Nob Hill,Entire home/apt,7,Less than 50,169,$100-$199
Mission District,Private room,17,Less than 50,85,Less than $100
Mission District,Private room,12,Less than 50,90,Less than $100
Nob Hill,Entire home/apt,1,Less than 50,160,$100-$199
Nob Hill,Private room,32,Less than 50,155,$100-$199
SoMa,Entire home/apt,33,Less than 50,189,$100-$199
Mission District,Entire home/apt,8,Less than 50,175,$100-$199
Downtown,Entire home/apt,1,Less than 50,300,$300-$399
Mission District,Private room,3,Less than 50,200,$200-$299
Mission District,Entire home/apt,3,Less than 50,300,$300-$399
Richmond District,Private room,7,Less than 50,100,$100-$199
Inner Sunset,Entire home/apt,36,Less than 50,379,$300-$399
SoMa,Shared room,1,Less than 50,65,Less than $100
Mission District,Private room,6,Less than 50,61,Less than $100
Noe Valley,Private room,3,Less than 50,135,$100-$199
Western Addition/NOPA,Private room,17,Less than 50,120,$100-$199
Downtown,Entire home/apt,3,Less than 50,395,$300-$399
Outer Sunset,Private room,7,Less than 50,75,Less than $100
Mission District,Private room,1,Less than 50,97,Less than $100
Noe Valley,Private room,41,Less than 50,119,$100-$199
Outer Sunset,Private room,6,Less than 50,150,$100-$199
Bernal Heights,Entire home/apt,12,Less than 50,250,$200-$299
SoMa,Entire home/apt,10,Less than 50,160,$100-$199
Noe Valley,Private room,10,Less than 50,95,Less than $100
Outer Sunset,Private room,45,Less than 50,80,Less than $100
Inner Sunset,Entire home/apt,16,Less than 50,139,$100-$199
Mission District,Entire home/apt,2,Less than 50,290,$200-$299
Outer Sunset,Private room,19,Less than 50,99,Less than $100
Bernal Heights,Entire home/apt,5,Less than 50,325,$300-$399
Potrero Hill,Entire home/apt,33,Less than 50,219,$200-$299
Bernal Heights,Entire home/apt,2,Less than 50,200,$200-$299
Outer Sunset,Entire home/apt,2,Less than 50,350,$300-$399
SoMa,Entire home/apt,3,Less than 50,200,$200-$299
Mission District,Private room,1,Less than 50,85,Less than $100
Inner Sunset,Private room,1,Less than 50,95,Less than $100
Mission District,Private room,41,Less than 50,85,Less than $100
Bernal Heights,Entire home/apt,1,Less than 50,1200,$1000+
Outer Sunset,Private room,4,Less than 50,70,Less than $100
Haight-Ashbury,Private room,23,Less than 50,145,$100-$199
Nob Hill,Shared room,2,Less than 50,80,Less than $100
Bernal Heights,Entire home/apt,4,Less than 50,220,$200-$299
Mission District,Private room,2,Less than 50,88,Less than $100
Haight-Ashbury,Entire home/apt,4,Less than 50,200,$200-$299
Marina,Entire home/apt,2,Less than 50,800,$500-$999
Mission District,Shared room,7,Less than 50,90,Less than $100
SoMa,Shared room,2,Less than 50,60,Less than $100
Outer Sunset,Entire home/apt,39,Less than 50,164,$100-$199
Hayes Valley,Entire home/apt,18,Less than 50,190,$100-$199
Noe Valley,Entire home/apt,85,51-100,119,$100-$199
Nob Hill,Entire home/apt,4,Less than 50,69,Less than $100
Inner Sunset,Entire home/apt,13,Less than 50,350,$300-$399
Downtown,Private room,42,Less than 50,99,Less than $100
Downtown,Private room,35,Less than 50,175,$100-$199
Richmond District,Private room,31,Less than 50,40,Less than $100
Richmond District,Private room,1,Less than 50,60,Less than $100
Mission District,Entire home/apt,2,Less than 50,325,$300-$399
Potrero Hill,Entire home/apt,1,Less than 50,300,$300-$399
Noe Valley,Entire home/apt,8,Less than 50,225,$200-$299
Western Addition/NOPA,Entire home/apt,2,Less than 50,395,$300-$399
Mission District,Private room,1,Less than 50,120,$100-$199
Marina,Entire home/apt,16,Less than 50,285,$200-$299
Bernal Heights,Entire home/apt,6,Less than 50,1000,$1000+
Mission District,Entire home/apt,2,Less than 50,200,$200-$299
Western Addition/NOPA,Private room,64,51-100,159,$100-$199
SoMa,Entire home/apt,52,51-100,239,$200-$299
Bernal Heights,Entire home/apt,23,Less than 50,125,$100-$199
The Castro,Entire home/apt,5,Less than 50,800,$500-$999
Haight-Ashbury,Entire home/apt,1,Less than 50,350,$300-$399
Potrero Hill,Private room,27,Less than 50,110,$100-$199
Hayes Valley,Entire home/apt,7,Less than 50,145,$100-$199
Hayes Valley,Private room,20,Less than 50,150,$100-$199
SoMa,Entire home/apt,20,Less than 50,220,$200-$299
Richmond District,Shared room,42,Less than 50,40,Less than $100
Western Addition/NOPA,Private room,1,Less than 50,124,$100-$199
The Castro,Entire home/apt,5,Less than 50,200,$200-$299
Downtown,Entire home/apt,1,Less than 50,183,$100-$199
Outer Sunset,Entire home/apt,9,Less than 50,250,$200-$299
Mission District,Entire home/apt,26,Less than 50,240,$200-$299
Nob Hill,Entire home/apt,15,Less than 50,152,$100-$199
Richmond District,Private room,52,51-100,105,$100-$199
Nob Hill,Entire home/apt,18,Less than 50,100,$100-$199
Nob Hill,Private room,24,Less than 50,95,Less than $100
Pacific Heights,Entire home/apt,5,Less than 50,550,$500-$999
Western Addition/NOPA,Private room,40,Less than 50,117,$100-$199
Pacific Heights,Entire home/apt,4,Less than 50,1200,$1000+
Mission District,Entire home/apt,11,Less than 50,155,$100-$199
Downtown,Private room,33,Less than 50,99,Less than $100
Western Addition/NOPA,Entire home/apt,9,Less than 50,140,$100-$199
Western Addition/NOPA,Entire home/apt,11,Less than 50,975,$500-$999
Downtown,Private room,7,Less than 50,140,$100-$199
Outer Sunset,Private room,16,Less than 50,95,Less than $100
Mission District,Private room,5,Less than 50,105,$100-$199
Outer Sunset,Private room,5,Less than 50,60,Less than $100
Outer Sunset,Private room,17,Less than 50,75,Less than $100
Mission District,Entire home/apt,1,Less than 50,190,$100-$199
Richmond District,Private room,1,Less than 50,130,$100-$199
Downtown,Entire home/apt,9,Less than 50,160,$100-$199
Marina,Private room,5,Less than 50,85,Less than $100
Mission District,Private room,14,Less than 50,85,Less than $100
SoMa,Shared room,2,Less than 50,63,Less than $100
The Castro,Private room,26,Less than 50,115,$100-$199
Mission District,Private room,5,Less than 50,125,$100-$199
Nob Hill,Entire home/apt,3,Less than 50,300,$300-$399
SoMa,Private room,5,Less than 50,95,Less than $100
Richmond District,Private room,34,Less than 50,55,Less than $100
Haight-Ashbury,Entire home/apt,1,Less than 50,99,Less than $100
Potrero Hill,Entire home/apt,14,Less than 50,249,$200-$299
Mission District,Entire home/apt,8,Less than 50,245,$200-$299
SoMa,Entire home/apt,3,Less than 50,280,$200-$299
Outer Sunset,Entire home/apt,11,Less than 50,215,$200-$299
Western Addition/NOPA,Entire home/apt,7,Less than 50,389,$300-$399
SoMa,Private room,11,Less than 50,85,Less than $100
Western Addition/NOPA,Entire home/apt,2,Less than 50,350,$300-$399
Potrero Hill,Entire home/apt,44,Less than 50,188,$100-$199
Mission District,Private room,6,Less than 50,95,Less than $100
Pacific Heights,Entire home/apt,5,Less than 50,135,$100-$199
Western Addition/NOPA,Private room,31,Less than 50,125,$100-$199
Western Addition/NOPA,Private room,47,Less than 50,99,Less than $100
Western Addition/NOPA,Private room,1,Less than 50,88,Less than $100
Western Addition/NOPA,Private room,8,Less than 50,92,Less than $100
SoMa,Shared room,2,Less than 50,63,Less than $100
SoMa,Private room,43,Less than 50,100,$100-$199
SoMa,Private room,13,Less than 50,85,Less than $100
SoMa,Private room,11,Less than 50,85,Less than $100
The Castro,Private room,3,Less than 50,200,$200-$299
Noe Valley,Private room,2,Less than 50,250,$200-$299
Western Addition/NOPA,Entire home/apt,21,Less than 50,800,$500-$999
Outer Sunset,Shared room,9,Less than 50,39,Less than $100
Outer Sunset,Shared room,9,Less than 50,43,Less than $100
Outer Sunset,Shared room,22,Less than 50,39,Less than $100
Outer Sunset,Shared room,17,Less than 50,36,Less than $100
Outer Sunset,Shared room,12,Less than 50,39,Less than $100
Outer Sunset,Shared room,10,Less than 50,39,Less than $100
Outer Sunset,Shared room,10,Less than 50,39,Less than $100
Outer Sunset,Shared room,5,Less than 50,39,Less than $100
Outer Sunset,Shared room,6,Less than 50,43,Less than $100
Outer Sunset,Shared room,9,Less than 50,39,Less than $100
Outer Sunset,Shared room,10,Less than 50,37,Less than $100
Noe Valley,Private room,1,Less than 50,250,$200-$299
Marina,Entire home/apt,2,Less than 50,70,Less than $100
The Castro,Private room,45,Less than 50,125,$100-$199
Mission District,Private room,5,Less than 50,149,$100-$199
SoMa,Entire home/apt,3,Less than 50,122,$100-$199
Mission District,Private room,8,Less than 50,99,Less than $100
SoMa,Private room,7,Less than 50,85,Less than $100
SoMa,Private room,10,Less than 50,85,Less than $100
Potrero Hill,Entire home/apt,19,Less than 50,175,$100-$199
Haight-Ashbury,Entire home/apt,27,Less than 50,599,$500-$999
Potrero Hill,Entire home/apt,14,Less than 50,128,$100-$199
Downtown,Private room,37,Less than 50,99,Less than $100
Bernal Heights,Entire home/apt,3,Less than 50,200,$200-$299
Nob Hill,Entire home/apt,4,Less than 50,195,$100-$199
Noe Valley,Entire home/apt,15,Less than 50,397,$300-$399
Western Addition/NOPA,Entire home/apt,20,Less than 50,139,$100-$199
Potrero Hill,Entire home/apt,4,Less than 50,675,$500-$999
Western Addition/NOPA,Private room,2,Less than 50,120,$100-$199
Outer Sunset,Entire home/apt,26,Less than 50,200,$200-$299
SoMa,Shared room,2,Less than 50,63,Less than $100
Potrero Hill,Entire home/apt,11,Less than 50,150,$100-$199
SoMa,Entire home/apt,2,Less than 50,165,$100-$199
SoMa,Entire home/apt,6,Less than 50,300,$300-$399
SoMa,Private room,4,Less than 50,95,Less than $100
Mission District,Entire home/apt,3,Less than 50,285,$200-$299
Inner Sunset,Private room,9,Less than 50,100,$100-$199
Nob Hill,Entire home/apt,6,Less than 50,150,$100-$199
Outer Sunset,Private room,7,Less than 50,130,$100-$199
Haight-Ashbury,Entire home/apt,1,Less than 50,200,$200-$299
Downtown,Private room,1,Less than 50,1900,$1000+
Western Addition/NOPA,Entire home/apt,9,Less than 50,130,$100-$199
Mission District,Entire home/apt,3,Less than 50,400,$400-$499
The Castro,Entire home/apt,38,Less than 50,179,$100-$199
Western Addition/NOPA,Entire home/apt,29,Less than 50,249,$200-$299
Potrero Hill,Private room,1,Less than 50,148,$100-$199
Marina,Private room,21,Less than 50,144,$100-$199
Hayes Valley,Private room,23,Less than 50,125,$100-$199
SoMa,Entire home/apt,4,Less than 50,205,$200-$299
Outer Sunset,Private room,11,Less than 50,75,Less than $100
Richmond District,Entire home/apt,22,Less than 50,159,$100-$199
Bernal Heights,Entire home/apt,5,Less than 50,395,$300-$399
SoMa,Entire home/apt,9,Less than 50,200,$200-$299
Pacific Heights,Private room,6,Less than 50,125,$100-$199
Richmond District,Shared room,30,Less than 50,40,Less than $100
Richmond District,Shared room,57,51-100,40,Less than $100
Richmond District,Shared room,37,Less than 50,40,Less than $100
Richmond District,Shared room,35,Less than 50,40,Less than $100
Richmond District,Shared room,25,Less than 50,40,Less than $100
Richmond District,Shared room,41,Less than 50,40,Less than $100
Richmond District,Shared room,48,Less than 50,40,Less than $100
Richmond District,Shared room,23,Less than 50,43,Less than $100
Richmond District,Shared room,10,Less than 50,43,Less than $100
SoMa,Entire home/apt,7,Less than 50,189,$100-$199
Western Addition/NOPA,Private room,37,Less than 50,89,Less than $100
The Castro,Entire home/apt,2,Less than 50,186,$100-$199
Mission District,Private room,1,Less than 50,158,$100-$199
Noe Valley,Private room,1,Less than 50,200,$200-$299
Outer Sunset,Shared room,8,Less than 50,39,Less than $100
Outer Sunset,Shared room,7,Less than 50,39,Less than $100
Outer Sunset,Shared room,11,Less than 50,59,Less than $100
Haight-Ashbury,Private room,2,Less than 50,71,Less than $100
Pacific Heights,Shared room,1,Less than 50,250,$200-$299
Richmond District,Entire home/apt,35,Less than 50,320,$300-$399
Richmond District,Private room,2,Less than 50,250,$200-$299
Marina,Private room,26,Less than 50,125,$100-$199
Downtown,Private room,14,Less than 50,99,Less than $100
Mission District,Entire home/apt,7,Less than 50,710,$500-$999
Western Addition/NOPA,Entire home/apt,44,Less than 50,170,$100-$199
Nob Hill,Private room,14,Less than 50,125,$100-$199
